"country","variable","measure","Unit","Date","Value"
"Belgium","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",101.4
"Belgium","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",101
"Belgium","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",102.2
"Belgium","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",2.9
"Belgium","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",2.8
"Belgium","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",2.7
"Belgium","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",12.262
"Belgium","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",12.079
"Belgium","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",11.834
"Belgium","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",2
"Belgium","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",2
"Belgium","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",2
"Belgium","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",2.047
"Belgium","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",2.076
"Belgium","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",2.041
"Bulgaria","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",13.6
"Bulgaria","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",13.6
"Bulgaria","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",13.6
"Bulgaria","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",6.949
"Bulgaria","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",7.175
"Bulgaria","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",7.291
"Bulgaria","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",12.4
"Bulgaria","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",12.5
"Bulgaria","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",12.5
"Bulgaria","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",366.7
"Bulgaria","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",371.2
"Bulgaria","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",374.3
"Bulgaria","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",3.8
"Bulgaria","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",3.9
"Bulgaria","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",3.9
"Bulgaria","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",1.953
"Bulgaria","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",2.054
"Bulgaria","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",2.104
"Bulgaria","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",3.5
"Bulgaria","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",3.5
"Bulgaria","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",3.6
"Bulgaria","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",102.9
"Bulgaria","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",106.3
"Bulgaria","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",108.4
"Bulgaria","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",12.2
"Bulgaria","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",11.3
"Bulgaria","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",10.5
"Bulgaria","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",4.206
"Bulgaria","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",4.502
"Bulgaria","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",4.733
"Bulgaria","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",6.5
"Bulgaria","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",6.5
"Bulgaria","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",6.7
"Bulgaria","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.687
"Bulgaria","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.689
"Bulgaria","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.75
"Cyprus","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",19.3
"Cyprus","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",19.5
"Cyprus","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",21
"Cyprus","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",4.465
"Cyprus","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",4.423
"Cyprus","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",4.576
"Cyprus","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",20.7
"Cyprus","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",20.9
"Cyprus","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",22.6
"Cyprus","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",77.3
"Cyprus","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",76.7
"Cyprus","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",82.8
"Cyprus","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",6.1
"Cyprus","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",6.1
"Cyprus","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",6.7
"Cyprus","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",1.41
"Cyprus","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",1.396
"Cyprus","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",1.454
"Cyprus","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",7
"Cyprus","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",7
"Cyprus","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",7.6
"Cyprus","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",26
"Cyprus","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",25.8
"Cyprus","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",28.1
"Cyprus","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",27.5
"Cyprus","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",27
"Cyprus","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",28.1
"Cyprus","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",2.69
"Cyprus","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",2.688
"Cyprus","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",2.806
"Cyprus","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",8.8
"Cyprus","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",8.8
"Cyprus","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",9.4
"Cyprus","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.338
"Cyprus","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.33
"Cyprus","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.339
"Czech Republic","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",8.7
"Czech Republic","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",8.8
"Czech Republic","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",8.9
"Czech Republic","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",17.108
"Czech Republic","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",17.021
"Czech Republic","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",17.05
"Czech Republic","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",10.9
"Czech Republic","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",11
"Czech Republic","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",11.1
"Czech Republic","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",534
"Czech Republic","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",535.5
"Czech Republic","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",540.6
"Czech Republic","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",2.9
"Czech Republic","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",2.9
"Czech Republic","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",2.9
"Czech Republic","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",5.737
"Czech Republic","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",5.681
"Czech Republic","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",5.671
"Czech Republic","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",5.3
"Czech Republic","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",5.4
"Czech Republic","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",5.4
"Czech Republic","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",262.1
"Czech Republic","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",261.9
"Czech Republic","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",264.1
"Czech Republic","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",5.2
"Czech Republic","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",5.1
"Czech Republic","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",4.9
"Czech Republic","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",8.026
"Czech Republic","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",7.854
"Czech Republic","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",7.886
"Czech Republic","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",4.3
"Czech Republic","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",4.5
"Czech Republic","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",4.9
"Czech Republic","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",2.044
"Czech Republic","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",2.102
"Czech Republic","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",2.24
"Denmark","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",6.4
"Denmark","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",6.5
"Denmark","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",6.6
"Denmark","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",20.401
"Denmark","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",20.708
"Denmark","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",20.865
"Denmark","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",7.5
"Denmark","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",7.6
"Denmark","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",7.6
"Denmark","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",198.9
"Denmark","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",197.3
"Denmark","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",200.7
"Denmark","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",1.9
"Denmark","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",1.9
"Denmark","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",1.9
"Denmark","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",6.053
"Denmark","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",6.143
"Denmark","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",6.229
"Denmark","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",2.8
"Denmark","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",2.8
"Denmark","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",2.8
"Denmark","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",74.3
"Denmark","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",73.8
"Denmark","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",75.6
"Denmark","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",3.6
"Denmark","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",3.6
"Denmark","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",3.6
"Denmark","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",6.357
"Denmark","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",6.4
"Denmark","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",6.539
"Denmark","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",4.8
"Denmark","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",4.9
"Denmark","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",5
"Denmark","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",2.708
"Denmark","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",2.784
"Denmark","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",2.898
"Estonia","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",13.1
"Estonia","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",13
"Estonia","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",12.9
"Estonia","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",2.91
"Estonia","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",3.004
"Estonia","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",3.037
"Estonia","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",12.8
"Estonia","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",12.7
"Estonia","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",12.7
"Estonia","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",79.9
"Estonia","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",79.1
"Estonia","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",79
"Estonia","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",3.4
"Estonia","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",3.3
"Estonia","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",3.3
"Estonia","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.757
"Estonia","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.775
"Estonia","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.781
"Estonia","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",3.5
"Estonia","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",3.4
"Estonia","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",3.4
"Estonia","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",21.7
"Estonia","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",21.4
"Estonia","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",21.4
"Estonia","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",8.2
"Estonia","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",8.1
"Estonia","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",7.9
"Estonia","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",1.645
"Estonia","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",1.667
"Estonia","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",1.668
"Estonia","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",6.2
"Estonia","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",6.2
"Estonia","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",6.2
"Estonia","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",0.306
"Estonia","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",0.324
"Estonia","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",0.34
"Finland","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",6.5
"Finland","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",6.5
"Finland","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",6.8
"Finland","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",16.258
"Finland","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",16.517
"Finland","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",16.986
"Finland","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",6.8
"Finland","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",6.8
"Finland","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",7.1
"Finland","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",172.6
"Finland","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",172.7
"Finland","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",182.4
"Finland","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",2.1
"Finland","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",2.1
"Finland","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",2.3
"Finland","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",5.463
"Finland","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",5.497
"Finland","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",5.715
"Finland","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",2.2
"Finland","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",2.2
"Finland","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",2.3
"Finland","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",56
"Finland","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",55.5
"Finland","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",59.4
"Finland","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",4.7
"Finland","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",4.6
"Finland","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",4.7
"Finland","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",4.687
"Finland","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",4.656
"Finland","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",4.691
"Finland","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",2.7
"Finland","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",2.9
"Finland","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",2.9
"Finland","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",1.336
"Finland","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",1.427
"Finland","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",1.409
"France","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",9.7
"France","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",9.8
"France","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",9.7
"France","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",253.639
"France","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",256.23
"France","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",250.77
"France","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",10.8
"France","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",10.9
"France","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",10.9
"France","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",2924.6
"France","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",2935.8
"France","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",2937.8
"France","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",3.8
"France","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",3.8
"France","Travel & Tourism Direct Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",3.8
"France","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",99.715
"France","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",100.244
"France","Travel & Tourism Direct Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",98.372
"France","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",4.4
"France","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",4.4
"France","Travel & Tourism Direct Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",4.4
"France","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",1189.2
"France","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",1190.6
"France","Travel & Tourism Direct Contribution to Employment","thousands","thousands of persons","1/1/2014 12:00:00 AM",1197.2
"France","Visitor Exports","% share","% share","1/1/2012 12:00:00 AM",8
"France","Visitor Exports","% share","% share","1/1/2013 12:00:00 AM",8
"France","Visitor Exports","% share","% share","1/1/2014 12:00:00 AM",8
"France","Visitor Exports","US$ bn","US$ bn","1/1/2012 12:00:00 AM",57.668
"France","Visitor Exports","US$ bn","US$ bn","1/1/2013 12:00:00 AM",58.654
"France","Visitor Exports","US$ bn","US$ bn","1/1/2014 12:00:00 AM",58.9
"France","Capital Investment","% share","% share","1/1/2012 12:00:00 AM",5.1
"France","Capital Investment","% share","% share","1/1/2013 12:00:00 AM",5.4
"France","Capital Investment","% share","% share","1/1/2014 12:00:00 AM",5.5
"France","Capital Investment","US$ bn","US$ bn","1/1/2012 12:00:00 AM",27.449
"France","Capital Investment","US$ bn","US$ bn","1/1/2013 12:00:00 AM",28.743
"France","Capital Investment","US$ bn","US$ bn","1/1/2014 12:00:00 AM",29.122
"Germany","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2012 12:00:00 AM",4.5
"Germany","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2013 12:00:00 AM",4.4
"Germany","Travel & Tourism Total Contribution to GDP","% share","% share","1/1/2014 12:00:00 AM",4.4
"Germany","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2012 12:00:00 AM",153.842
"Germany","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2013 12:00:00 AM",151.664
"Germany","Travel & Tourism Total Contribution to GDP","US$ bn","US$ bn","1/1/2014 12:00:00 AM",149.813
"Germany","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2012 12:00:00 AM",4.7
"Germany","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2013 12:00:00 AM",4.6
"Germany","Travel & Tourism Total Contribution to Employment","% share","% share","1/1/2014 12:00:00 AM",4.6
"Germany","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2012 12:00:00 AM",1985.4
"Germany","Travel & Tourism Total Contribution to Employment","thousands","thousands of persons","1/1/2013 12:00:00 AM",1943.6
